Identifiant;Titre;Description;Domaine;Sous-domaine;Type de producteur;Direction;Service;Sous-direction / département;Boîte fonctionnelle;Précision domaine;Mots-clés;Données géolocalisées;Lien1;Lien2;Fréquence de mise à jour;Volumétrie;Type de format;Autres formats;Couverture géographique1;Couverture géographique2;Statut ouverture;Date de mise à jour;Actif / Inactif;Couverture géographique;Perspectives de diffusion
CAT-0222;Contrats d'éducation artistique et culturelle en Pays de la Loire;Contrats d'éducation artistique et culturelle en cours, en préfiguration, pressentis ou déchus (communes, EPCI et départements) en Pays de la Loire;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Pays de la Loire;;Pôle CICACT;data-snum@culture.gouv.fr;Education artistique et culturelle;"éducation artistique et culturelle (EAC) ; projet Culturel de Territoire (PCT)";;;;En continu;1 Mo;XLS;;Pays de la Loire;;Non ouvert;2021-11-15;Actif;Pays de la Loire;Ouvrable
CAT-0288;Liste des langues de France par famille linguistique;Liste complète des langues de France (langues régionales, langues non territoriales, langue des signes française) classées par familles linguistiques;Langues;Langues de France;Administration centrale;Délégation générale à la langue française et aux langues de France;Mission langues de France et Outre-Mer;;data-snum@culture.gouv.fr;;;;;;En continu;;XLS;doc;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0289;Liste des numéros de la revue Langues et Cité;Liste complète des numéros de la revue Langues et Cité parus depuis la création de la revue en 2002;Langues;Langues de France;Administration centrale;Délégation générale à la langue française et aux langues de France;Mission langues de France et Outre-Mer;;data-snum@culture.gouv.fr;;;;;;En continu;;DOC;pdf;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0304;Description et localisation des biens archéologiques mobiliers en Occitanie;Inscriptions des périmètres de protection Plan de Sauvegarde et de Mise en Valeur (PSMV) et adoption de Périmètres Délimités des Abords (PDA) par les Unités départementales de l'architecture et du patrimoine (UDAP) (Géoportail de l'urbanisme);Patrimoine;;Direction régionale des affaires culturelles;DRAC Occitanie;;Pôle Patrimoines et Architecture;data-snum@culture.gouv.fr;;;;;https://www.geoportail-urbanisme.gouv.fr/;En continu;;;;Occitanie;;Non ouvert;2021-11-15;Actif;Occitanie;Ouvrable
CAT-0321;Liste des lieux labellisés Centres Chorégraphiques Nationaux (CCN);Liste des Centres Chorégraphiques Nationaux (CCN), répartition territoriale, noms et contacts des dirigeants;Spectacle vivant;Danse;Administration centrale;Direction générale de la création artistique;Délégation à la danse;;data-snum@culture.gouv.fr;;label et appellation;;;;Annuelle;;XLS;doc;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0371;Éducation artistique : ateliers artistiques en collèges et lycées soutenus par la DRAC en partenariat avec le Rectorat (2015-2020);Établissements bénéficiaires du soutien de la DRAC et du Rectorat qui soutiennent chaque année un certain nombre d’ateliers artistiques en collège et lycée : établissements bénéficiaires, montant des aides, localisation à la commune;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;éducation artistique et culturelle (EAC);;;;En continu;;ODS;;Centre-Val de Loire;;Non ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0431;Aides individuelles à la création - Aides à l'installation d'atelier et acquisition de matériel  en Bourgogne Franche-Comté;"Aides individuelles à la création (AIC)
Aides à l'installation d'atelier et acquisition de matériel (AIA)";Arts visuels;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;;aides;;;;Annuelle;35 Ko;ODS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable partiellement
CAT-0477;Analyses géophysiques des fonds marins;Outils numériques d'Analyse des fonds marins : sonar, multifaisceau, magnétomètre, pénétrateur de sédiments (données de survey reçues ou produites par le DRASSM);Patrimoine;Archéologie;Service à compétence nationale;Département des recherches archéologiques subaquatiques et sous-marines (DRASSM);;;le-drassm@culture.gouv.fr;Archéologie maritime;"géoréférencement ; image ; vidéo ; géolocalisation";Oui;;;Mensuelle;plusieurs To;;"qpd ; tif ; prj ; tfw ; occulus ; qgz";France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0506;Label Ville de Pays Arts et Histoire en Nouvelle Aquitaine;Liste de suivi des conventions Ville de Pays Arts et Histoire;Architecture;;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;ville et pays d'art et d'histoire (VPAH);;;;En continu;;XLS;;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable
CAT-0544;Ensemble de thésaurus de la base de données EROS;Ensemble de thésaurus de la base de données EROS. Exemples : matériaux constitutifs des œuvres, techniques, techniques d'examen, altérations, interventions de conservation/restauration;Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Mission Nouvelles technologies;data-snum@culture.gouv.fr;;référentiel;;;;Aucune;38 thésaurus;;;Monde;;Non ouvert;2021-11-15;Actif;Monde;Ouvrable
CAT-0559;Patrimoine et peintures industrielles (PPI);Matériaux industriels (peintures) : références analysées, standards chimiques, standards industriels;Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Département de la Restauration;data-snum@culture.gouv.fr;Art contemporain;;;;;En continu;Environ 50 références;XLS;;Monde;;Non ouvert;2021-11-15;Actif;Monde;Ouvrable
CAT-0575;Liste des archives de fouilles existantes par opération du Bas-Rhin;Archives de fouilles conservées au Service régional de l'archéologie;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Grand-Est;;;data-snum@culture.gouv.fr;;opération archéologique;;;;En continu;;ODS;;Grand Est;;Non ouvert;2021-11-15;Actif;Grand Est;Ouvrable
CAT-0632;Liste des structures culturelles en Île-de-France par typologie;Base ayant servi à la réalisation de la carte interactive des structures culturelles en Ile-de-France - Cartoviz - Institut Paris Région. Données 2018;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Île-de-France;;SDAT (Service du développement et de l'action territoriale) avec l'Institut Paris Région;data-snum@culture.gouv.fr;;lieu culturel;;;https://cartoviz.institutparisregion.fr/?id_appli=echappeesculturelles&x=665765.424093475&y=6854944.398828771&zoom=4;En continu;;;;Ile-de-France;;Non ouvert;2021-11-15;Actif;Ile-de-France;Ouvrable
CAT-0646;Offre de formations arts visuels;Offre de formations des établissements d'enseignement supérieur en arts visuels;Arts visuels;Arts plastiques;Administration centrale;Direction générale de la création artistique;Sous-direction des enseignements spécialisés et supérieurs et de la recherche;;data-snum@culture.gouv.fr;"arts ; design et communication";enseignement supérieur culture (ESC);;;;Annuelle;;;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0677;Nombre d'animations inscrites aux Journées nationales de l'architecture de Nouvelle-Aquitaine;Nombre d'animations inscrites aux Journées nationales de l'architecture;Patrimoine;;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;manifestation nationale;;;;En continu;;;;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable partiellement
CAT-0705;Musées de France : base Muséofile;La base Muséofile répertorie les musées bénéficiant de l'appellation « Musée de France » au sens du Code du Patrimoine (1220 environ). Elle est accessible sur la Plateforme Ouverte du Patrimoine. Les données de cette base sont liées à celles de la base Joconde, catalogue collectif des collections des musées de France, et Mérimée.;Patrimoine;Musées;Administration centrale;Direction générale des patrimoines et de l'architecture;Service des musées de France;sous-direction des collections;;;"musée de France ; label et appellation ; lieu culturel ; géolocalisation";Oui;https://data.culture.gouv.fr/explore/dataset/musees-de-france-base-museofile;https://www.pop.culture.gouv.fr/search/mosaic?base=%5B%22R%C3%A9pertoire%20des%20Mus%C3%A9es%20de%20France%20%28Mus%C3%A9ofile%29%22%5D&image=%5B%22oui%22%5D;Régulière;1°220 notices et images;CSV;;France entière;;Ouvert;2021-12-15;Actif;France entière;Ouvrable
CAT-0077;Consommation des ménages en vidéo à la demande;Ventes en volume et en valeur selon le type d'achat et le type de programmes;Audiovisuel;Vidéo;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0082;Production de courts métrages;Depuis 2009, nombre de courts métrages produits selon le type de films, nombre de réalisateurs de courts métrages selon le genre et l'âge;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0088;Baromètre de la fréquentation cinématographique;Baromètre mensuel de la fréquentation des salles de cinéma : entrées, part de marché selon la nationalité, top 5 des films;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/cinema/etudes-et-rapports/statistiques/frequentation-cinematographique;En continu;;;pdf;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0135;Carte d'identité des projets d'archivage numérique;Ensemble d'informations de présentation des projets d'archivage numérique demandé aux projets candidats à l'appel à projet ANET. Les chefs de projets sont désireux d'obtenir des informations sur des projets semblables au leurs;Archives;;Administration centrale;Direction générale des patrimoines et de l'architecture;Service interministériel des Archives de France;Sous-direction de la collecte, de la conservation et de l'archivage électronique;data-snum@culture.gouv.fr;Archivage numérique;appel à projet (AAP);;;;En continu;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0185;État de la connaissance archéologique de Bretagne;Carte des sites archéologique de Bretagne géoréférencé au centroïde;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Bretagne;;Service de l'archéologie;data-snum@culture.gouv.fr;site archéologique;"site archéologique ; géoréférencement";Oui;;"https://geobretagne.fr/mapfishapp/ ; http://atlas.patrimoines.culture.fr/atlas/";En continu;;JSON;ESRI Shapefile;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;Ouvrable partiellement
CAT-0211;Liste des bénéficiaires de subvention de fonctionnement de  Bretagne;Liste annuelle des bénéficiaires de subvention de fonctionnement (titre 6F);Gestion et administration;Finance;Direction régionale des affaires culturelles;DRAC Bretagne;;SG/SBC;data-snum@culture.gouv.fr;;"budget ; fonctionnement";;;;En continu;;XLS;;Bretagne;;Non ouvert;2021-11-15;Actif;Bretagne;Ouvrable
CAT-0247;Aides nationales à la création pour les arts du cirque;Liste des candidats / lauréats du dispositif arts du cirque;Spectacle vivant;Théâtre;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/aides-nationales-a-la-creation-pour-arts-du-cirque-et-pour-arts-de-la-rue/;;NSP;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0252;Liste des centres nationaux de la marionnette en préfiguration;Liste des centres nationaux de la marionnette en préfiguration, noms et contacts des dirigeants, informations;Spectacle vivant;;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;data-snum@culture.gouv.fr;;;;;;NSP;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable partiellement
CAT-0268;Base de données des langues de France dans l'internet;Base de données exhaustive de l'ensemble des sites internet au niveau mondial en partie ou en totalité proposés en langues régionales de France;Langues;Langues de France;Administration centrale;Délégation générale à la langue française et aux langues de France;Mission langues et numérique;;data-snum@culture.gouv.fr;;;;;http://baseldf.fr;Annuelle;1041;XML;Accès sur site internet ou export XML;Monde;France entière;Non ouvert;2021-11-15;Actif;Monde,France entière;Ouvrable
CAT-0287;Liste des langues de France par territoires;Liste complète des langues de France (langues régionales, langues non territoriales, langue des signes française) classées par territoires;Langues;Langues de France;Administration centrale;Délégation générale à la langue française et aux langues de France;Mission langues de France et Outre-Mer;;data-snum@culture.gouv.fr;;;;;;En continu;;XLS;doc;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0333;Communication des Archives Nationales d'Outre Mer;"Fichiers de production
Affiches, cartes postales, fiches pratiques, plaquettes produits en interne. Communication Archives Nationales d'Outre Mer (ANOM)";Arts visuels;Photographie;Service à compétence nationale;Archives nationales d’Outre-Mer;;;data-snum@culture.gouv.fr;;;;;;En continu;50 Go;;pdf, psd, ai, indd, jpg;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0351;Bilan des travaux engagés sur les orgues protégés au titre des monuments historiques;Tableau des chantiers de travaux de restauration conduits sur les orgues protégés au titre des monuments historiques dans l'année;Patrimoine;Monuments;Administration centrale;Direction générale des patrimoines et de l'architecture;Service du patrimoine;sous-direction des monuments historiques et des sites patrimoniaux;data-snum@culture.gouv.fr;Objets mobiliers;;;;;Annuelle;;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0376;Liste des Musées de France de Centre-Val de Loire;Liste des 65 musées classées par villes, propriétaires et typologie de collections;Patrimoine;Musées;Direction régionale des affaires culturelles;DRAC Centre-Val de Loire;;;data-snum@culture.gouv.fr;;"musée de France ; label et appellation ; lieu culturel";;https://data.culture.gouv.fr/explore/dataset/musees-de-france-base-museofile/table/?refine.region=Centre-Val+de+Loire;;En continu;;ODS;;Centre-Val de Loire;;Ouvert;2021-11-15;Actif;Centre-Val de Loire;Ouvrable
CAT-0433;Librairies labellisées en Bourgogne Franche-Comté;Liste des librairies labellisées librairies indépendants de référence (LIR) / librairies de référence (LR) en Bourgogne Franche-Comté;Livres et Presse;Livre;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;;"label librairie indépendant de référence (LIR) ; label librairie de référence (LR)";;;;En continu;17 Ko;XLS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0452;Données de programmation budgétaire et financière - DRAC Bourgogne Franche-Comté;Suivi de la programmation budgétaire et financière - Instruction des dossiers - Budget opérationnels de programme (BOP) 131 - 364 - 361 - 363;Pluridisciplinaire;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;;"budget ;  recettes et dépenses";;;;En continu;1 402 Ko;XLS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable partiellement
CAT-0667;Fonds patrimoniaux des Unités départementales de l'architecture et du patrimoine et des Conservations régionales des monuments historiques (CRMH) de Nouvelle-Aquitaine;Plans anciens ou contemporains conservés dans les services patrimoniaux de la Direction Régionale des Affaires Culturelles (DRAC) Nouvelle-Aquitaine;Patrimoine;;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;"monument historique (MH) ; patrimoine non protégé";;;;En continu;;;;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable partiellement
CAT-0695;Dépenses culturelles des établissements publics de coopération intercommunale (EPCI) à fiscalité propre comportant au moins une commune de 3500 habitants ou plus;Extrait des comptes de gestion des établissements publics de coopération intercommunale (EPCI) transmis par la Direction générale des finances publiques (DGFiP) comportant les montants des dépenses culturelles par domaine culturel et par nature comptable (fonctionnement, investissement, etc.).;;Financement;Administration centrale;Secrétariat Général;Département des études, de la prospective, des statistiques et de la documentation;;atlas.culture@culture.gouv.fr;;"statistiques  ; recettes et dépenses";;https://data.culture.gouv.fr/explore/dataset/depenses-culturelles-des-intercommunalites-par-secteurs/;;Annuelle;;XLS;SAS;France entière;;Ouvert;2022-10-25;Actif;France entière;Ouvrable
CAT-0696;Dépenses culturelles des départements;Extrait des comptes de gestion des départements transmis par la Direction générale des finances publiques (DGFiP) comportant les montants des recettes culturelles par domaine culturel et par nature comptable (fonctionnement, investissement, etc.).;;Financement;Administration centrale;Secrétariat Général;Département des études, de la prospective, des statistiques et de la documentation;;atlas.culture@culture.gouv.fr;;"statistiques  ; recettes et dépenses";;https://data.culture.gouv.fr/explore/dataset/depenses-culturelles-des-departements-par-secteurs/;;Annuelle;;XLS;SAS;France entière;;Ouvert;2022-10-25;Actif;France entière;Ouvrable
CAT-0707;"Liste officielle des musées bénéficiant de l'appellation ""Musée de France""";"Liste des 1.221 établissements bénéficiant de l'appellation ""Musées de France"" au 14/09/2021, selon les décisions du Haut Conseil des musées de France. Noms officiels des musées, région, département, commune et identifiant muséofile.";Patrimoine;Musées;Administration centrale;Direction générale des patrimoines et de l'architecture;Service des musées de France;sous-direction des collections;;;"musée de France ; label et appellation ; lieu culturel ; géolocalisation";Oui;https://data.culture.gouv.fr/explore/dataset/liste-et-localisation-des-musees-de-france/;"https://www.culture.gouv.fr/Thematiques/Musees/Les-musees-en-France/Les-musees-de-France/Qu-est-ce-qu-un-musee-de-France ; https://www.culture.gouv.fr/Media/Medias-creation-rapide/liste_diffusion_20210914_reg.pdf";Régulière;1481 Ko;XLS;PDF;France entière;;Ouvert;2022-01-27;Actif;France entière;Ouvrable
CAT-0711;Liste des expositions d'intérêt national;Liste des expositions ayant reçu le label « Exposition d’intérêt national » de 1999 à 2021. Le label a été créé par le ministère de la Culture en 1999 pour mettre en valeur et soutenir des expositions remarquables organisées par les musées de France hors Paris.;Patrimoine;Musées;Administration centrale;Direction générale des patrimoines et de l'architecture;Service des musées de France;Sous-direction de la politique des musées;;;"exposition d'intérêt national (EIN) ; musée de France ; label et appellation ; géolocalisation";Oui;https://data.culture.gouv.fr/explore/dataset/liste-des-expositions-ayant-recu-le-label-exposition-dinteret-national/;https://www.culture.gouv.fr/Thematiques/Musees/Les-musees-en-France/Les-politiques-des-musees-de-France/Expositions-d-interet-national;annuelle;200 Ko approximativement;XLS;;France entière;;Ouvert;2022-01-17;Actif;France entière;Ouvrable
CAT-0719;Tombes militaires de 1870-1871;Liste des tombes militaires établies en application de la loi du 4 avril 1873 pour conserver les restes des soldats français et allemands morts pendant la guerre de 1870-1871.;Archives;;Service à compétence nationale;Archives nationales;;Direction des fonds / Département Justice et Intérieur / Pôle Intérieur;;Histoire;histoire;Oui;https://data.culture.gouv.fr/explore/dataset/tombes-militaires-de-1870-1871;https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_003885;Aucune;1400 enregistrements;CSV;XML;France métropolitaine;;Ouvert;2022-06-24;Actif;France métropolitaine;Ouvrable
CAT-0746;Les aides déconcentrées au spectacle vivant (ADSV);"Les aides aux équipes artistiques sont attribuées par le ministère de la Culture dans le cadre du dispositif réglementaire des Aides Déconcentrées au Spectacle Vivant (ADSV) : théâtre et arts associés, musique et danse. Les aides sont instruites et décidées par les Directions Régionales des Affaires Culturelles (DRAC) selon deux types d’aides : ponctuelles autour d’un projet de création (aide au projet) ou pluriannuelles autour d’un programme d’activités artistiques et culturelles (conventionnement, dont la durée peut varier de 2 à 4 ans). 
Pour la danse et le théâtre : certaines équipes sont accompagnées directement par l’administration centrale (DGCA : Direction générale de la création artistique) dans le cadre du dispositif d’accompagnement d’artistes ayant dirigé des établissements labellisés ou des établissements publics.";Spectacle vivant;;Administration centrale;Direction générale de la création artistique;Délégation au théâtre et aux arts associés;;;;"théâtre ; musique ; danse ; aides";;https://data.culture.gouv.fr/explore/dataset/les-aides-deconcentrees-au-spectacle-vivant-adsv;;;;XLSX;CSV;;;Ouvert;2024-01-02;Actif;;Ouvrable
CAT-0039;Liste des premiers films agréés;Liste de films agréés depuis 2003. Liste avec titre, réalisateurs, devis, genre;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0064;Public selon les catégories d'établissements cinéma;Structure du public selon les catégories socio-professionnelles et le type de cinémas depuis 2011;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0113;Bases Archives de la Médiathèque de l'architecture et du patrimoine;Les deux bases de données donnent accès aux notices des inventaires des archives, plans et tirages photographiques conservés par la Médiathèque de l'architecture et du patrimoine;Archives;;Service à compétence nationale;Médiathèque de l’architecture et du patrimoine;;Service des Archives;mediatheque.patrimoine@culture.gouv.fr;Patrimoine : Monuments;monument historique (MH);;;https://mediatheque-patrimoine.culture.gouv.fr/archives-0;En continu;700 inventaires, 400 000 notices;XML;pdf, doc;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0175;Référentiel d'indexation des types de support des documents dans les inventaires des fonds des Archives Nationales;Référentiel pour l'indexation des supports des documents décrits dans les inventaires des fonds des Archives Nationales (AN);Archives;;Service à compétence nationale;Archives nationales;;Direction du numérique et de la conservation / Département de l'administration des données;data-snum@culture.gouv.fr;;référentiel;;http://data.culture.fr/entrepot/ARCHIVESNATIONALES/FRAN_RI_002_TypesDeSupports.csv;;Aucune;56 notices dans un fichier XML unique;XML;;France entière;;Non ouvert;2023-06-07;Actif;France entière;Ouvrable
CAT-0236;Rapports finaux d'opérations archéologiques en Pays de la Loire;Rapports finaux d'opérations archéologiques en Pays de la Loire;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Pays de la Loire;;Pôle patrimoines, architecture et espages protégés;data-snum@culture.gouv.fr;;;;;;En continu;> 100 Mo;;pdf;Pays de la Loire;;Non ouvert;2021-11-15;Actif;Pays de la Loire;Ouvrable
CAT-0556;Coupes stratigraphiques de peinture/polychromie;Listing des coupes stratigraphiques de couche picturale de peintures de chevalet, sculpture, objets archéologiques, objets d'art (depuis 2017);Patrimoine;Musées;Service à compétence nationale;Centre de recherche et de restauration des musées de France (C2RMF);;Département de la Recherche;data-snum@culture.gouv.fr;"Monuments historiques
Collections privées";;;;;En continu;Environ 700 coupes;XLS;;France entière;;Non ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0578;Liste des rapports archéologiques du Haut-Rhin;Rapports versés à la Direction régionale des affaires culturelles par les opérateurs pour chaque opération archéologique;Patrimoine;Archéologie;Direction régionale des affaires culturelles;DRAC Grand-Est;;;data-snum@culture.gouv.fr;;bibliographie;;;;En continu;;;;Grand Est;;Non ouvert;2021-11-15;Actif;Grand Est;Ouvrable
CAT-0614;"Actions ""la classe, l'œuvre""";"Actions ""la classe, l'œuvre""";Patrimoine;Musées;Direction régionale des affaires culturelles;DRAC Nouvelle Aquitaine;;;data-snum@culture.gouv.fr;;la classe, l'oeuvre;;;https://www.reseau-canope.fr/la-classe-loeuvre/accueil.html;En continu;;;;Nouvelle-Aquitaine;;Non ouvert;2021-11-15;Actif;Nouvelle-Aquitaine;Ouvrable
CAT-0663;La liste des titres de presse  sur cppap.fr;La liste des titres ciblés, information politique et générale (IPG) pluralisme et 39 bis A CGI inscrits sur les registres de la Commission paritaire des publications et agences de presse sur cppap.fr (mis à jour tous les deux mois environ);Livres et Presse;Presse;Administration centrale;Direction générale des médias et des industries culturelles;Service des médias;Commission paritaire des publications et des agences de presse (CPPAP);data-snum@culture.gouv.fr;;;;https://data.culture.gouv.fr/explore/dataset/liste-des-publications-de-presse;;Trimestrielle;;;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0037;Production cinéma - Données statistiques des films agréés;"Nombre de films agréés, premiers et deuxièmes films
Financement et structure de financement des films agréés
Financement des chaînes de télévision, des SOFICA (Société pour le financement de l'industrie cinématographique et audiovisuelle) et des collectivités territoriales
Mandats de distribution";Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0074;Production audiovisuelle aidée - Données statistiques;Volume, devis, apport des diffuseurs et apport du CNC selon le genre de programmes aidés par le CNC;Audiovisuel;Télévision;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France entière;;Ouvert;2021-11-15;Actif;France entière;Ouvrable
CAT-0098;Datavisualisation les tendances du cinéma en 2019;Datavisualisation interactive reprenant les grands indicateurs des salles et des films;Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/cinema/etudes-et-rapports/statistiques/datavisualisation-les-tendances-du-cinema;En continu;;;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
CAT-0324;Base Bagnards;Base de données donnant la cote des dossiers de bagnards et l’accès aux images numérisées des registres matricules de bagnards (date de condamnation de plus 100 ans);Archives;;Service à compétence nationale;Archives nationales d’Outre-Mer;;;data-snum@culture.gouv.fr;Bagne;;;;http://anom.archivesnationales.culture.gouv.fr/bagnards_dossiers_individuels/;En continu;143041 entrées;CSV;sql;Nouvelle-Calédonie;Guyane;Non ouvert;2021-11-15;Actif;Nouvelle-Calédonie,Guyane;Ouvrable partiellement
CAT-0423;Etablissements d'enseignement spécialisés en Bourgogne Franche-Comté;Liste des établissement spécialisés et initial supérieur de création (conservatoires, pôles supérieurs, etc.) en Bourgogne Franche-Comté;Spectacle vivant;;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;Musique, danse, théâtre, arts plastiques;enseignement supérieur culture (ESC);;;;Annuelle;1 Mo;XLS;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0425;Agendas des compagnies de théâtre en Bourgogne Franche-Comté;Agendas des représentations nationales des compagnies de théâtre implantées en Bourgogne Franche-Comté;Spectacle vivant;Théâtre;Direction régionale des affaires culturelles;DRAC Bourgogne-France-Comté;;Pôle CIAC;data-snum@culture.gouv.fr;;agenda;;;;En continu;;;;Bourgogne-Franche-Comté;;Non ouvert;2021-11-15;Actif;Bourgogne-Franche-Comté;Ouvrable
CAT-0043;Fréquentation et films en salles;"Résultats de fréquentation (entrées, recettes, séances) des salles de cinéma
Résultats de fréquentation (nombre de films, entrées, recettes, séances) des longs métrages selon le type de films
Résultats de fréquentation (nombre de films, entrées, recettes, séances) des longs métrages en première exclusivité selon le type de films";Audiovisuel;Film et cinéma;Administration centrale;Centre national du cinéma et de l'image animée (CNC);CNC;DESPRO;data-snum@culture.gouv.fr;;;;;https://www.cnc.fr/professionnels/etudes-et-rapports/statistiques/statistiques-par-secteur;En continu;;XLS;;France métropolitaine;;Ouvert;2021-11-15;Actif;France métropolitaine;Ouvrable
